1	9476009	9478572	AT1G27285.1-gene-antisense	2.599	-
1	10326760	10329087	AT1G29540.1-gene-antisense	1.919	-
1	11413055	11414522	AT1G31814.1-gene-antisense	3.244	+
1	12419196	12422143	AT1G34110.1-gene-antisense	3.304	+
1	13222374	13224485	AT1G35710.1-gene-antisense	2.185	-
1	15975690	15976696	AT1G42540.1-gene-antisense	3.42	-
1	16126365	16127257	AT1G42960.1-gene-antisense	3.365	-
1	17482950	17484157	AT1G47570.1-gene-antisense	26.08	-
1	17484478	17485480	AT1G47578.1-gene-antisense	3.872	-
1	18627659	18628574	AT1G50290.1-gene-antisense	5.281	+
1	20647214	20647759	AT1G55325.2-gene-antisense	0	-
1	23100388	23101913	AT1G62422.1-gene-antisense	2.016	+
1	23136034	23137335	AT1G62510.1-gene-antisense	2.476	+
1	23509844	23510481	AT1G63410.1-gene-antisense	4.252	+
1	23648523	23650089	AT1G63740.1-gene-antisense	1.449	-
1	23951262	23952476	AT1G64490.1-gene-antisense	1.93	-
1	25765006	25767011	AT1G68620.1-gene-antisense	3.834	-
1	25880316	25881491	AT1G68840.2-gene-antisense	5.109	-
1	25999140	26001244	AT1G69160.1-gene-antisense	3.097	-
1	26036817	26037785	AT1G69252.1-gene-antisense	3.176	-
1	26449541	26450992	AT1G70230.1-gene-antisense	1.968	-
1	27209892	27212365	AT1G72270.1-gene-antisense	4.944	+
1	27264880	27265519	AT1G72430.1-gene-antisense	3.552	+
1	27409541	27410886	AT1G72840.2-gene-antisense	2.34	+
1	27436988	27439059	AT1G72920.1-gene-antisense	1.944	-
1	27547238	27548751	AT1G73260.1-gene-antisense	3.048	+
1	28194144	28196123	AT1G75110.1-gene-antisense	6.844	+
1	29207928	29210210	AT1G77710.1-gene-antisense	4.17	-
1	29331687	29332917	AT1G78000.1-gene-antisense	4.047	-
1	29341753	29342923	AT1G78030.1-gene-antisense	14.454	-
1	29583046	29585496	AT1G78650.1-gene-antisense	2.241	-
1	29637450	29639462	AT1G78830.1-gene-antisense	3.675	+
1	29779874	29781154	AT1G79160.1-gene-antisense	2.688	+
1	30215305	30216652	AT1G80370.1-gene-antisense	1.304	-
1	30370259	30371679	AT1G80820.1-gene-antisense	7.115	-
2	255858	257419	AT2G01570.1-gene-antisense	2.767	+
2	296684	297842	AT2G01670.1-gene-antisense	2.402	+
2	520331	521288	AT2G02080.2-gene-antisense	2.83	+
2	1149444	1151336	AT2G03760.1-gene-antisense	1.78	+
2	4477747	4481612	AT2G11240.1-gene-antisense	16.195	+
2	5049755	5051363	AT2G12462.1-gene-antisense	7.421	+
2	7952803	7953607	AT2G18300.3-gene-antisense	3.187	+
2	8058921	8059796	AT2G18560.1-gene-antisense	2.51	-
2	8122103	8122931	AT2G18735.1-gene-antisense	4.863	-
2	8475592	8476212	AT2G19590.1-gene-antisense	5.195	+
2	9878392	9881853	AT2G23200.1-gene-antisense	4.294	-
2	10224798	10225747	AT2G24050.1-gene-antisense	0	+
2	10444960	10446781	AT2G24580.1-gene-antisense	2.653	+
2	10830680	10831345	AT2G25450.1-gene-antisense	0.991	+
2	10832438	10835573	AT2G25460.1-gene-antisense	2.452	+
2	11070802	11071556	AT2G25964.1-gene-antisense	4.758	+
2	11162065	11163861	AT2G26220.1-gene-antisense	2.486	-
2	11684009	11685740	AT2G27310.1-gene-antisense	7.274	+
2	11726653	11727499	AT2G27420.1-gene-antisense	3.461	+
2	11752819	11754413	AT2G27500.1-gene-antisense	4.271	+
2	12585343	12586285	AT2G29290.2-gene-antisense	8.082	-
2	12624832	12626352	AT2G29450.1-gene-antisense	11.222	+
2	12905556	12906121	AT2G30260.1-gene-antisense	6.867	+
2	13000924	13002653	AT2G30505.1-gene-antisense	3.133	+
2	13020392	13021481	AT2G30575.1-gene-antisense	11.966	+
2	13161699	13163268	AT2G30930.1-gene-antisense	3.313	-
2	13496703	13498250	AT2G31750.1-gene-antisense	3.502	-
2	13644408	13645613	AT2G32090.1-gene-antisense	1.701	-
2	14180622	14182044	AT2G33480.1-gene-antisense	4.427	-
2	14324760	14325839	AT2G33860.1-gene-antisense	4.749	+
2	14392531	14392754	AT2G34110.1-gene-antisense	0	-
2	15013563	15014349	AT2G35710.1-gene-antisense	5.216	+
2	15050132	15051461	AT2G35820.1-gene-antisense	10.741	-
2	15289718	15291373	AT2G36430.1-gene-antisense	5.308	-
2	16224454	16226708	AT2G38830.1-gene-antisense	0	-
2	16290985	16292716	AT2G39010.1-gene-antisense	5.075	-
2	16896564	16897890	AT2G40460.1-gene-antisense	4.969	-
2	17314528	17317297	AT2G41510.1-gene-antisense	2.247	-
2	17792155	17793002	AT2G42740.1-gene-antisense	3.284	-
2	17853713	17855219	AT2G42890.1-gene-antisense	6.028	-
2	18052582	18053303	AT2G43480.1-gene-antisense	1.726	-
2	18186391	18188242	AT2G43910.1-gene-antisense	1.78	+
2	18552757	18553529	AT2G44980.2-gene-antisense	2.181	+
2	18831224	18832605	AT2G45710.1-gene-antisense	5.99	-
2	18962284	18963858	AT2G46160.1-gene-antisense	2.651	-
2	18979569	18980592	AT2G46220.1-gene-antisense	2.29	-
2	19191063	19192545	AT2G46710.1-gene-antisense	2.766	-
2	19310261	19312533	AT2G47000.1-gene-antisense	8.345	+
3	142337	143462	AT3G01370.1-gene-antisense	4.165	-
3	165671	167098	AT3G01430.1-gene-antisense	3.694	+
3	198350	199582	AT3G01510.1-gene-antisense	1.664	+
3	254105	255277	AT3G01680.1-gene-antisense	3.935	-
3	256199	258408	AT3G01690.1-gene-antisense	4.076	-
3	507329	508108	AT3G02460.2-gene-antisense	2.255	-
3	632528	633857	AT3G02875.1-gene-antisense	3.195	-
3	1033340	1034602	AT3G03990.1-gene-antisense	2.552	-
3	1156241	1157923	AT3G04360.1-gene-antisense	1.436	+
3	2346924	2348908	AT3G07350.1-gene-antisense	7.859	-
3	3365517	3366655	AT3G10745.1-gene-antisense	2.252	+
3	3479351	3480453	AT3G11110.1-gene-antisense	15.279	-
3	3591313	3592741	AT3G11420.1-gene-antisense	2.204	-
3	3867906	3869848	AT3G12140.2-gene-antisense	7.162	+
3	4011554	4013596	AT3G12630.1-gene-antisense	3.979	-
3	4202996	4204176	AT3G13090.1-gene-antisense	2.233	+
3	4376302	4376995	AT3G13437.1-gene-antisense	0	-
3	4408519	4410034	AT3G13520.1-gene-antisense	1.788	-
3	4912683	4914511	AT3G14610.1-gene-antisense	1.522	-
3	5121238	5122680	AT3G15210.1-gene-antisense	2.488	-
3	5717001	5718781	AT3G16785.1-gene-antisense	1.974	-
3	5829057	5829560	AT3G17090.2-gene-antisense	0	-
3	5920514	5921675	AT3G17340.1-gene-antisense	1.766	+
3	6032370	6032787	AT3G17640.1-gene-antisense	0.527	-
3	6127015	6128133	AT3G17890.1-gene-antisense	55.004	-
3	6180557	6182550	AT3G18050.1-gene-antisense	3.416	-
3	6523967	6526824	AT3G18930.1-gene-antisense	6.97	+
3	6714656	6716360	AT3G19380.1-gene-antisense	8.936	+
3	7413875	7414490	AT3G21160.1-gene-antisense	7.737	+
3	7465361	7466392	AT3G21260.3-gene-antisense	2.343	+
3	8602960	8605073	AT3G23820.1-gene-antisense	5.578	-
3	9164620	9165973	AT3G25170.1-gene-antisense	1.407	+
3	9300897	9303493	AT3G25590.1-gene-antisense	2.482	-
3	9352110	9352783	AT3G25680.1-gene-antisense	1.414	-
3	10355863	10356981	AT3G27906.1-gene-antisense	3.732	+
3	10796237	10803179	AT3G28770.1-gene-antisense	4.113	-
3	11012239	11013072	AT3G29030.1-gene-antisense	2.9	+
3	11034527	11034922	AT3G29035.1-gene-antisense	2.595	-
3	15517755	15518962	AT3G43610.1-gene-antisense	3.336	+
3	16194574	16195716	AT3G44620.2-gene-antisense	3.782	-
3	16270992	16272856	AT3G44720.1-gene-antisense	3.338	-
3	16447331	16448238	AT3G44990.1-gene-antisense	2.906	+
3	17253520	17255194	AT3G46840.1-gene-antisense	14.432	-
3	17559020	17560015	AT3G47620.1-gene-antisense	1.545	-
3	17758006	17758590	AT3G48100.1-gene-antisense	6.518	+
3	18468251	18470783	AT3G49790.1-gene-antisense	6.303	+
3	18514796	18516105	AT3G49940.1-gene-antisense	20.749	-
3	18929407	18931709	AT3G50930.1-gene-antisense	2.576	-
3	18997904	18999468	AT3G51140.1-gene-antisense	4.728	-
3	19053439	19055167	AT3G51330.1-gene-antisense	2.881	+
3	19504712	19505421	AT3G52580.1-gene-antisense	4.233	-
3	19569631	19570367	AT3G52800.1-gene-antisense	9.051	-
3	19709836	19710979	AT3G53180.1-gene-antisense	1.985	-
3	19837330	19840547	AT3G53510.1-gene-antisense	5.12	+
3	20827175	20829095	AT3G56130.3-gene-antisense	3.927	-
3	21074670	21076001	AT3G56930.2-gene-antisense	3.025	-
3	22121960	22122914	AT3G59884.1-gene-antisense	0	+
3	22254628	22256095	AT3G60220.1-gene-antisense	5.739	+
4	17137	18766	AT4G00050.1-gene-antisense	4.224	-
4	307739	308858	AT4G00740.1-gene-antisense	1.505	+
4	2505942	2507915	AT4G04925.1-gene-antisense	6.159	-
4	4070877	4073193	AT4G06744.1-gene-antisense	2.782	+
4	5647463	5648666	AT4G08870.1-gene-antisense	1.095	+
4	5831852	5833443	AT4G09150.2-gene-antisense	4.923	-
4	7590066	7591738	AT4G12980.1-gene-antisense	3.547	+
4	7758500	7760890	AT4G13340.1-gene-antisense	3.032	-
4	9392361	9393842	AT4G16690.1-gene-antisense	1.532	+
4	9474107	9475379	AT4G16835.1-gene-antisense	2.187	-
4	9668733	9670086	AT4G17245.1-gene-antisense	4.491	-
4	10957054	10958016	AT4G20300.2-gene-antisense	1.826	-
4	11156202	11157743	AT4G20830.1-gene-antisense	1.283	-
4	11447516	11448780	AT4G21520.1-gene-antisense	1.969	+
4	13240491	13241986	AT4G25790.1-gene-antisense	4.015	+
4	13421594	13423660	AT4G26130.1-gene-antisense	1.736	-
4	13676040	13676775	AT4G26600.1-gene-antisense	12.55	-
4	13838328	13840039	AT4G27310.1-gene-antisense	0	-
4	14055562	14057397	AT4G27740.1-gene-antisense	2.194	-
4	16134572	16135673	AT4G28420.2-gene-antisense	2.261	-
4	16313948	16314869	AT4G33550.2-gene-antisense	6.2	-
4	16352655	16354625	AT4G34060.2-gene-antisense	1.375	-
4	17226024	17226865	AT4G34140.1-gene-antisense	4.962	+
4	17358359	17359658	AT4G36500.1-gene-antisense	2.536	+
4	17557291	17559291	AT4G36860.1-gene-antisense	6.223	+
4	17564045	17565516	AT4G37310.1-gene-antisense	2.389	+
4	17617063	17618724	AT4G37340.1-gene-antisense	3.526	+
4	17639070	17641071	AT4G37470.1-gene-antisense	4.39	+
4	18076428	18078868	AT4G37540.1-gene-antisense	4.74	+
4	18097029	18098909	AT4G38710.1-gene-antisense	4.011	+
4	18371417	18372268	AT4G38770.1-gene-antisense	5.936	+
4	18458061	18459563	AT4G39520.1-gene-antisense	5.118	+
4	18571636	18573355	AT4G39780.1-gene-antisense	3.407	+
5	288844	291225	AT4G40060.1-gene-antisense	2.767	-
5	870988	872218	AT5G01750.2-gene-antisense	4.523	-
5	1521455	1522504	AT5G03490.1-gene-antisense	3.071	-
5	1617054	1620100	AT5G05140.1-gene-antisense	2.283	-
5	2097913	2099115	AT5G06040.1-gene-antisense	2.497	+
5	2343360	2345234	AT5G06790.1-gene-antisense	3.164	-
5	2678001	2678826	AT5G07400.1-gene-antisense	4.171	-
5	2680585	2682091	AT5G08320.1-gene-antisense	2.042	-
5	2776540	2777413	AT5G08330.1-gene-antisense	2.348	-
5	3525294	3527271	AT5G08565.2-gene-antisense	1.814	-
5	3970359	3971046	AT5G11090.1-gene-antisense	3.41	+
5	4426555	4427475	AT5G12270.1-gene-antisense	1.91	+
5	4757106	4758322	AT5G13710.1-gene-antisense	2.769	-
5	5039867	5046943	AT5G14730.1-gene-antisense	7.78	-
5	5718425	5719526	AT5G15530.1-gene-antisense	2.726	-
5	6469967	6471185	AT5G17350.1-gene-antisense	4.808	-
5	7418434	7419668	AT5G19240.1-gene-antisense	2.848	+
5	8013725	8016034	AT5G22390.1-gene-antisense	1.617	+
5	8282628	8283889	AT5G23770.2-gene-antisense	2.206	+
5	8558387	8560482	AT5G24318.1-gene-antisense	0.943	+
5	8672940	8674688	AT5G24890.1-gene-antisense	1.885	-
5	9534560	9536367	AT5G25140.1-gene-antisense	2.836	+
5	9541436	9543441	AT5G27100.1-gene-antisense	3.87	-
5	16202369	16203013	AT5G27120.1-gene-antisense	2.728	-
5	16438172	16440098	AT5G40460.1-gene-antisense	4.333	-
5	16820569	16822418	AT5G41070.1-gene-antisense	3.563	+
5	17097700	17099866	AT5G42080.1-gene-antisense	1.96	+
5	17143006	17144190	AT5G42650.1-gene-antisense	1.917	+
5	17962854	17964118	AT5G42750.1-gene-antisense	2.49	-
5	18237468	18238850	AT5G44569.1-gene-antisense	2.966	-
5	18416221	18420792	AT5G45116.1-gene-antisense	2.274	+
5	18769142	18771441	AT5G45460.1-gene-antisense	3.503	+
5	18833938	18835382	AT5G46280.1-gene-antisense	3.093	-
5	19289878	19291101	AT5G46430.2-gene-antisense	3.053	+
5	19294976	19298114	AT5G47560.1-gene-antisense	3.289	+
5	19396921	19398481	AT5G47580.1-gene-antisense	16.143	-
5	21202692	21203248	AT5G50805.1-gene-antisense	2.633	+
5	21726002	21727102	AT5G52770.1-gene-antisense	4.06	+
5	22580349	22581390	AT5G53500.1-gene-antisense	4.36	+
5	23057266	23058335	AT5G55790.1-gene-antisense	3.424	+
5	23095636	23097888	AT5G56980.1-gene-antisense	1.853	-
5	23759994	23760860	AT5G57070.1-gene-antisense	3.55	-
5	23994113	23996566	AT5G58840.1-gene-antisense	2.567	+
5	24090869	24092137	AT5G59530.1-gene-antisense	3.233	-
5	24571253	24572484	AT5G59790.1-gene-antisense	2.736	+
5	24608797	24610081	AT5G61070.1-gene-antisense	2.908	-
5	24707882	24709532	AT5G61160.1-gene-antisense	17.304	-
5	24766672	24767935	AT5G61440.1-gene-antisense	4.637	+
5	24954575	24955688	AT5G61950.1-gene-antisense	5.788	+
5	25036832	25038703	AT5G62140.1-gene-antisense	2.152	-
5	25072516	25073124	AT5G62350.1-gene-antisense	1.806	+
5	25289998	25290725	AT5G62440.1-gene-antisense	12.084	-
5	25515189	25516220	AT5G63040.2-gene-antisense	12.923	+
5	26219994	26221015	AT5G63760.1-gene-antisense	4.589	-
5	26290804	26294132	AT5G65610.1-gene-antisense	2.794	-
5	26500385	26502299	AT5G65710.1-gene-antisense	4.858	+
5	26797421	26799850	AT5G66330.1-gene-antisense	2.562	+
1	873887	875898	AT1G03502.1	0	-
1	1145942	1148960	AT1G04295.1	2.159	+
1	1645808	1647811	AT1G05562.1	8.589	+
1	1915430	1919764	AT1G06265.1	1.976	-
1	2395445	2398868	AT1G07728.2	8.02	+
1	2718130	2721917	AT1G08592.1	2.397	-
1	4612300	4613963	AT1G13448.1	2.421	+
1	5221159	5224115	AT1G15175.1	4.557	-
1	7173840	7176377	AT1G20691.1	29.289	-
1	7907928	7909254	AT1G22403.2	2.816	-
1	8167802	8168799	AT1G23052.1	15.787	-
1	9066521	9068354	AT1G26208.1	4.992	-
1	9068592	9071693	AT1G26208.2	0	-
1	9725776	9732438	AT1G27921.1	9.637	-
1	10273508	10275727	AT1G29357.2	0	-
1	10427324	10429105	AT1G29785.2	5.261	-
1	11170993	11173194	AT1G31258.1	2.062	+
1	11684687	11686332	AT1G32385.1	60.524	+
1	12118988	12128077	AT1G33415.1	3.906	+
1	12582122	12583358	AT1G34418.1	13.919	+
1	12751247	12753242	AT1G34844.1	6.495	+
1	17252952	17254379	AT1G46554.1	3.745	+
1	19496498	19498426	AT1G52347.1	5.278	+
1	21742573	21743920	AT1G58590.2	9.511	-
1	22294013	22297212	AT1G60505.1	5.79	-
1	22302459	22305950	AT1G60545.1	3.733	+
1	26036734	26038467	AT1G69252.1	81.909	+
1	28866175	28867898	AT1G76878.1	3.229	-
1	29746003	29747599	AT1G79075.1	6.88	+
1	29915215	29918734	AT1G79529.1	8.613	+
2	181537	184639	AT2G01422.1	2.454	+
2	2215265	2217854	AT2G05812.1	2.799	+
2	3670380	3672728	AT2G09795.1	10.538	-
2	8470612	8472219	AT2G19572.1	7.881	+
2	8930134	8932207	AT2G20721.1	58.693	-
2	10546480	10549389	AT2G24755.2	0	-
2	11220746	11222684	AT2G26355.1	4.42	+
2	12937298	12938789	AT2G30362.1	4.321	+
2	13560796	13561971	AT2G31902.1	1.869	+
2	13909427	13911632	AT2G32795.1	3.685	+
2	15420364	15422276	AT2G36792.1	0	+
2	17599980	17602079	AT2G42247.1	3.592	+
2	18465100	18469278	AT2G44798.1	4.188	-
3	1198026	1200566	AT3G04485.1	2.219	+
3	1769470	1772599	AT3G05932.1	8.961	-
3	4135559	4137634	AT3G12965.1	0	-
3	4181106	4184022	AT3G13061.1	16.921	-
3	4290082	4295596	AT3G13277.1	8.617	+
3	7665213	7668932	AT3G21755.1	3.228	-
3	7675941	7679215	AT3G21781.1	1.878	+
3	8939793	8942536	AT3G24518.2	0	-
3	9782592	9784956	AT3G26612.1	5.574	+
3	10345381	10348281	AT3G27884.1	2.928	-
3	10393454	10398168	AT3G27990.1	4.535	-
3	16342254	16343532	AT3G44798.1	1.547	+
3	19484419	19489468	AT3G52535.1	6.525	+
3	19548973	19550126	AT3G52748.1	2.159	+
3	20132190	20134175	AT3G54366.1	4.905	+
3	20571519	20572139	AT3G55485.1	76.395	+
3	20915539	20921080	AT3G56408.1	2.854	+
3	21156966	21157930	AT3G57157.1	2.278	+
3	21832373	21833229	AT3G59068.1	227.918	+
4	690710	692598	AT4G01593.1	3.49	+
4	3939199	3940782	AT4G06701.5	1.48	-
4	4866628	4869147	AT4G08035.1	5.551	+
4	5972622	5975275	AT4G09432.1	3.615	-
4	7559577	7563871	AT4G12917.1	2.591	-
4	7842960	7848595	AT4G13495.2	56.123	+
4	8043129	8050091	AT4G13918.1	10.925	-
4	9419717	9421519	AT4G16748.1	7.719	-
4	9608609	9612300	AT4G17098.1	14.32	+
4	13380094	13382791	AT4G26488.1	2.552	-
4	13483726	13489600	AT4G26795.2	1.795	-
4	15074731	15079690	AT4G30975.1	3.381	+
4	15237661	15242969	AT4G31398.1	10.151	-
4	17045092	17047854	AT4G36032.1	14.101	+
4	17515762	17516862	AT4G37225.1	2.396	-
4	17596808	17598707	AT4G37432.1	7.209	-
4	18025505	18028510	AT4G38552.1	1.608	-
4	18484473	18486325	AT4G39838.1	8.815	-
5	224176	230860	AT5G01595.1	5.947	+
5	2131554	2133789	AT5G06865.1	10.809	-
5	2133082	2134643	AT5G06865.1-HOMER2	8.113	-
5	4866240	4867621	AT5G15022.1	262.083	+
5	5169531	5174110	AT5G15845.1	4.524	+
5	5175879	5178541	AT5G15845.1-HOMER2	1.898	+
5	9136049	9140212	AT5G26146.1	27.081	+
5	14141459	14143233	AT5G36002.1	4.622	-
5	15155061	15156436	AT5G38005.1	3.78	+
5	17559531	17571673	AT5G43725.2	7.199	+
5	18421575	18429843	AT5G45472.1	5.711	+
5	19772890	19776740	AT5G48775.1	2.662	+
5	26567136	26568584	AT5G66562.1	31.952	+
4	15412412	15415552	AT4G31877.1	69.943	-
1	24909900	24913556	AT1G66783.1	9.551	-
1	24920868	24922983	AT1G66795.1	0	+
3	6243105	6244756	AT3G18217.1	9.578	-
1	27711481	27713700	AT1G73687.1	117.151	-
2	16339906	16342997	AT2G39175.1	14.992	+
5	19007179	19009334	AT5G46845.1	0	-
1	17825624	17827005	AT1G48267.1	12.722	+
5	287501	289378	AT5G01747.1	8.581	+
1	75070	79161	AT1G01183.1	6.603	-
3	8108022	8110261	AT3G22886.1	54.734	+
2	16061922	16063981	AT2G38325.1	4.622	+
1	28568637	28571232	AT1G76135.1	1.834	+
2	4139772	4142564	AT2G10606.1	21.239	-
2	19414977	19416665	AT2G47275.1	13.011	+
2	19319780	19321489	AT2G47015.1	8.31	+
1	13067174	13068020	AT1G35501.1	3.721	+
1	29422099	29423369	AT1G78206.1	70.498	+
4	8711658	8713498	AT4G15258.1	0	-
5	3343242	3344482	AT5G10572.1	206.279	+
1	18547931	18550044	AT1G50055.1	7.102	-
2	16536223	16538212	AT2G39675.1	8.76	-
2	16538802	16540442	AT2G39681.1	8.437	-
3	5861506	5863728	AT3G17185.1	11.301	+
1	2223202	2223542	AT5G67160.1-gene-antisense	0	-
1	13117251	13118454	AT1G07240.1-promoter-antisense	0	+
1	25215302	25216209	AT1G35560.1-promoter-antisense	0	+
1	26891574	26892005	AT1G67328.1-promoter-antisense	77.624	+
1	28935751	28937201	AT1G71350.1-promoter-antisense	5.049	-
3	821531	822136	AT1G76994.1-promoter-antisense	4.719	+
3	1137965	1140263	AT3G03450.1-promoter-antisense	4.81	-
3	4493795	4494813	AT3G04300.1-promoter-antisense	0	+
3	9794442	9794902	AT3G10720.2-promoter-antisense	15.278	-
3	10469138	10470107	AT3G13710.1-promoter-antisense	9.293	-
3	19430655	19431255	AT3G26650.1-promoter-antisense	0	-
4	5618388	5619781	AT3G28140.1-promoter-antisense	0	+
4	8530267	8530939	AT3G52430.1-promoter-antisense	0	+
5	25113005	25113929	AT4G08810.1-promoter-antisense	6.655	-
5	25615995	25616454	AT4G14910.3-promoter-antisense	0	-
5	26218354	26218870	AT5G62570.1-promoter-antisense	6.242	+
1	21530456	21531273	AT5G65600.1-promoter-antisense	0	+
2	10842856	10842857	AT1G11735.1-other	0	+
3	22186518	22186519	AT1G12013.1-other	0	-
4	2375133	2375445	AT1G58150.1-other	0	-
5	4775801	4775802	AT2G25480.1-repeat-ARNOLDY2-DNA/MuDR-AT2TE46570-other	0	-
1	3668	5112	AT1G01010.1	1.977	+
1	7226	8713	AT1G01020.1	0	-
1	23899	31632	AT1G01040.1	6.769	+
1	30795	37779	AT1G01060.3	13.805	-
1	44571	51187	AT1G01090.1	19.065	-
1	56272	59127	AT1G01120.1	107.131	-
1	62894	67466	AT1G01140.1	60.221	-
1	72504	74902	AT1G01160.1	8.853	+
1	73036	74721	AT1G01170.1	12.382	-
1	88898	91103	AT1G01210.1	8.234	+
1	97475	99761	AT1G01230.1	11.465	+
1	109044	112105	AT1G01260.1	10.595	+
1	114286	116744	AT1G01290.2	4.527	+
1	120071	130576	AT1G01320.2	38.44	-
1	136150	136953	AT1G01350.1	9.846	+
1	142093	144049	AT1G01360.1	6.849	+
1	147675	149814	AT1G01390.1	1.985	-
1	156279	158611	AT1G01430.1	25.114	-
1	159995	162723	AT1G01440.1	6.253	-
1	179332	181195	AT1G01490.2	60.318	-
1	180356	182333	AT1G01490.1	31.179	-
1	185137	189637	AT1G01510.1	8.72	+
1	190540	193508	AT1G01520.1	15.243	+
1	199685	202675	AT1G01550.1	105.869	+
1	224684	227237	AT1G01620.2	160.609	-
1	229136	231866	AT1G01630.1	6.221	+
1	268054	270775	AT1G01725.1	6.188	-
1	268330	270785	AT1G01720.1	119.935	+
1	271423	275510	AT1G01740.2	4.424	-
1	275538	278467	AT1G01760.1	2.224	-
1	278604	291643	AT1G01790.1	9.505	+
1	294425	296095	AT1G01810.1	9.644	+
1	312156	315902	AT1G01910.4	6.332	-
1	323066	324411	AT1G01940.1	2.232	+
1	338331	340870	AT1G01970.1	3.835	+
1	342196	344341	AT1G01990.1	2.935	-
1	351883	354813	AT1G02020.2	5.947	-
