1333805	+
1334485	+
1336117	+
1336922	-
1341499	-
1342162	-
1342661	-
1344879	+
1352573	-
1352573	-
1355436	-
1355949	-
1355949	-
1357064	-
1359392	+
1359691	+
1359691	+
1359859	+
1359859	+
1366062	+
1366591	+
1366591	+
1375442	+
1380769	+
1391323	+
1393997	-
1398309	-
1398309	-
1403775	-
1403849	-
1405893	-
1407153	+
1407499	+
1410184	-
1410184	-
1416526	-
1416670	+
1417643	-
1425398	+
1425398	+
1429128	+
1432466	+
1435145	+
1438102	-
1438869	-
1445622	+
1447690	-
1449950	-
1461534	+
1469341	+
1470050	+
1470364	+
1473513	+
1477768	+
1490398	+
1491043	+
1493184	-
1494239	+
1495856	+
1497923	-
1498799	+
1500370	+
1507739	+
1507739	+
1514983	+
1523262	-
1531172	+
1532233	+
1534477	-
1540596	-
1545120	-
1554112	-
1554112	-
1557599	-
1560175	-
1562302	-
1565318	-
1570833	-
1582455	-
1584688	-
1588175	-
1590388	-
1590388	-
1590504	-
1590877	-
1593554	-
1601961	+
1601961	+
1605347	+
1614749	+
1616964	-
1619191	-
1620938	-
1622854	+
1623643	-
1626350	+
1630506	+
1635870	-
1639856	+
1640105	+
1640446	-
1640596	-
1640889	-
1642997	-
1644409	+
1645706	-
1645706	-
1646462	+
1650139	+
1651369	-
1654240	+
1654361	+
1656568	+
1661369	+
1661369	+
1662331	+
1662331	+
1663154	+
1669157	-
1669940	+
1671802	-
1672083	+
1677504	+
1684674	-
1686471	-
1687602	+
1687602	+
1691988	-
1695098	-
1696566	-
1698269	+
1698864	+
1698864	+
1702474	-
1715356	-
1717776	+
1723679	-
1726343	+
1727070	+
1727793	+
1731514	+
1732230	+
1733349	+
1739994	+
1749732	-
1753408	-
1755249	+
1762611	+
1763868	-
1763868	-
1767001	+
1767949	+
1770474	+
1772595	+
1772595	+
1779688	+
1782577	+
1784287	-
1785185	-
1786408	+
1787188	+
1792773	-
1793201	-
1800709	+
1805740	+
1809438	+
1809698	+
1818644	-
1819750	-
1820184	-
1821516	+
1823031	-
1824042	-
1826591	-
1830423	+
1833335	+
1833335	+
1839116	-
1841941	-
1849687	+
1849687	+
1851437	-
1852377	-
1853833	-
1859833	-
1860621	+
1862462	+
1863677	-
1864361	-
1869288	+
1872347	+
1881168	+
1886625	-
1899857	-
1901226	+
1904500	-
1905163	-
1908851	+
1921550	-
1921550	-
1926443	-
1927159	-
1927159	-
1929931	+
1941449	+
1953439	-
1956771	-
1957620	-
1960026	+
1971750	-
1976373	+
1976419	-
1977744	+
1980464	-
1984771	+
1984821	+
1990207	-
1994934	-
1999843	-
2001699	-
2001838	+
2005285	+
2007197	+
2008754	+
2011167	+
2021860	+
2022951	+
2033419	-
2036044	-
2036397	-
2036397	-
2038507	+
2038757	+
2041114	+
2042562	+
2047208	+
2051382	-
2060273	+
2063136	-
2063904	+
2065493	-
2065493	-
2066507	-
2073779	+
2076002	+
2076378	+
2077533	-
2078935	-
2079350	-
2079989	-
2080189	-
2097565	-
2109319	-
2109319	-
2112483	-
2113297	-
2117319	-
2128282	-
2135887	+
2141028	-
2141228	+
2147643	-
2147749	-
2152003	+
2162220	+
2162220	+
2163156	+
2166047	-
2166047	-
2170393	-
2181396	-
2186359	-
2190638	-
2196453	+
2198617	+
2201580	+
2202424	+
2208963	+
2208963	+
2210744	-
2213659	+
2222963	-
2223087	-
2223087	-
2223200	-
2223799	+
2225803	-
2228507	-
2228517	+
2228625	+
2229688	+
2229688	+
2230492	+
2238588	-
2243011	-
2243462	-
2253312	+
2254887	-
2255213	-
2255339	-
2257412	-
2258464	-
2259424	-
2262845	+
2264236	+
2265818	+
2267715	-
2267942	+
2271062	+
2285932	-
2286892	-
2288777	+
2289088	+
2295419	-
2295933	-
2295933	-
2296274	-
2308160	-
2311106	+
2317453	-
2325525	-
2348760	-
2350473	-
2361677	-
2362549	+
2364394	+
2370292	+
2370292	+
2383332	-
2385621	+
2387143	+
2403370	+
2403399	-
2404657	-
2404839	+
2405160	-
2405531	+
2406428	+
2406858	+
2407801	-
2408789	-
2409401	-
2410399	-
2410399	-
2410810	-
2410810	-
2424535	-
2425959	-
2427033	-
2433346	-
2434913	-
2434913	-
2452732	-
2454045	-
2455021	-
2455397	-
2462387	-
2463677	+
2464326	+
2468532	+
2469413	-
2474208	+
2474208	+
2474398	+
2474398	+
2479275	-
2481542	+
2482518	+
2483500	+
2488574	-
2491674	+
2493515	+
2494797	+
2494799	-
2496378	-
2496669	+
2501635	-
2508983	+
2509240	+
2509961	-
2514288	-
2516278	-
2519890	-
2520244	-
2521579	-
2533632	+
2533632	+
2535524	+
2535524	+
2535779	+
2537726	-
2542694	-
2546132	+
2552979	-
2553386	-
2553386	-
2555316	-
2576612	+
2584691	+
2591221	-
2594806	-
2595803	-
2600382	+
2605552	+
2609827	+
2609827	+
2614981	+
2617232	-
2618931	-
2620222	+
2620222	+
2620999	+
2624923	-
2627274	+
2637648	-
2641026	-
2642935	-
2648914	-
2650347	-
2651006	+
2651859	+
2663649	+
2665053	-
2666639	-
2667517	+
2672726	-
2672726	-
2680770	-
2681932	+
2684067	+
2689145	-
2694546	+
2696729	+
2711618	+
2712547	-
2713700	+
2713810	+
2716079	-
2716576	-
2717227	+
2717953	+
2720309	+
2720525	+
2720525	+
2731691	-
2735146	+
2738367	-
2738367	-
2739223	-
2739493	+
2740257	+
2740257	+
2744276	-
2746518	+
2746518	+
2751174	+
2751488	+
2754155	+
2755389	+
2755934	-
2757916	+
2758918	+
2759265	+
2760707	-
2761807	-
2761807	-
2762538	-
2763337	-
2763504	-
2763908	+
2764428	+
2765536	-
2770883	-
2771308	+
2776464	-
2776917	-
2778159	-
2781948	-
2783243	+
2788019	+
2795107	-
2798443	+
2798678	+
2807591	+
2823813	+
2826983	+
2826983	+
2830612	+
2831018	+
2837675	+
2840105	+
2840797	-
2841821	-
2853017	+
2855046	+
2856311	+
2859334	-
2860456	+
2866139	-
2868708	-
2874569	+
2874855	+
2878909	-
2881939	-
2883568	-
2883885	-
2891352	+
2895599	-
2897308	-
2901617	-
2902601	-
2911851	-
2911851	-
2912299	-
2915810	+
2916315	-
2917281	-
2922546	-
2929056	+
2930251	-
2933849	+
2936740	+
2936740	+
2936921	+
2940718	+
2941235	-
2941341	+
2942031	+
2944085	-
2947935	+
2967133	+
2967371	-
2967638	+
2969587	+
2971507	-
2971957	-
2971957	-
2975806	-
2976535	-
2978387	-
2979751	-
2979991	-
2980587	-
2983635	-
2986481	+
2990152	+
2991224	+
2997940	-
2998939	+
3000652	+
3002767	-
3025220	+
3026726	-
3039121	-
3039159	-
3057217	-
3057480	-
3057480	-
3058501	+
3060071	+
3064175	+
3066858	-
3067388	-
3067640	-
3073252	-
3073252	-
3079869	+
3080004	+
3084589	+
3085268	+
3086737	+
3088347	+
3089091	+
3091918	+
3093898	+
3095180	+
3095180	+
3096639	-
3099461	-
3103406	+
3106718	-
3112163	-
3115058	-
3117363	-
3117658	-
3119436	-
3119603	-
3121201	-
3122830	-
3126225	+
3135713	-
3136632	-
3139078	-
3139078	-
3139559	-
3139559	-
3145704	-
3146031	+
3155919	+
3162215	-
3164417	-
3165768	-
3166309	-
3166309	-
3168803	+
3175732	-
3178466	+
3180859	+
3181626	+
3182740	-
3183102	+
3186357	+
3187938	+
3199058	-
3202443	-
3202443	-
3203737	-
3206111	+
3207231	+
3207659	-
3213826	-
3219392	+
3229246	+
3230897	+
3231990	-
3237528	+
3237885	+
3239801	-
3241243	-
3243026	+
3243759	+
3243989	+
3244646	+
3248998	+
3249616	+
3250161	-
3256128	-
3259470	-
3263033	-
3265115	-
3275367	+
3279467	+
3285595	+
3296194	-
3301445	+
3303036	-
3306893	-
3309808	-
3316397	-
3317540	+
3319600	-
3321762	-
3322790	-
3326958	+
3331658	+
3338233	+
3340032	+
3340032	+
3340659	+
3340659	+
3344100	+
3344100	+
3352533	+
3358906	-
3360846	+
3360947	+
3362530	+
3365663	+
3365663	+
3366602	+
3372540	-
3373086	+
3377297	-
3378682	+
3380195	+
3381058	+
3384191	-
3386392	-
3386392	-
3387502	+
3387863	+
3389721	-
3401381	-
3403161	+
3405372	+
3410124	+
3413807	+
3415245	+
3416352	+
3418744	+
3420560	+
3435274	+
3451504	-
3462904	+
3462904	+
3463003	+
3463003	+
3463936	+
3474564	-
3483626	-
3487291	-
3488873	-
3491538	+
3495769	+
3495769	+
3501074	+
3501074	+
3510389	-
3510596	-
3511529	-
3515621	-
3515621	-
3526896	+
3528803	-
3530684	+
3533934	-
3533934	-
3534045	-
3534045	-
3534994	+
3538080	+
3541324	+
3541492	+
3544873	+
3551046	+
3558777	-
3558777	-
3562339	-
3563527	-
3565493	-
3566416	-
3567897	-
3576249	-
3577280	-
3579659	+
3579877	+
3585747	-
3586630	-
3590449	-
3590680	-
3606075	+
3606662	+
3607143	+
3608739	-
3609782	-
3610962	+
3616400	+
3616400	+
3619006	+
3623216	+
3629104	-
3630607	-
3633088	+
3637869	-
3637960	+
3640274	+
3644038	+
3644038	+
3645240	+
3646533	+
3651544	+
3654814	-
3655034	+
3656077	-
3661323	+
3662887	+
3664083	-
3665864	-
3665864	-
3667593	+
3669033	+
3669825	-
3671635	+
3677415	+
3684226	-
3689819	-
3695256	+
3698769	+
3707982	-
3708951	-
3712949	-
3713460	-
3717336	+
3717454	+
3727694	-
3727694	-
3727988	-
3730533	+
3733163	+
3735297	-
3737530	+
3737530	+
3740563	-
3742437	+
3747997	+
3747997	+
3761997	+
3765083	+
3765083	+
3768753	-
3769914	-
3769950	+
3770212	+
3771788	+
3777947	+
3782257	-
3782257	-
3783209	+
3788063	-
3788558	-
3790746	-
3791887	-
3803854	-
3804736	-
3807066	+
3807749	+
3807749	+
3810395	-
3810600	-
3815724	+
3819163	-
3823045	+
3823045	+
3825359	+
3831119	-
3838838	-
3840562	-
3840562	-
3840912	-
3841219	-
3848778	-
3851215	-
3851215	-
3854675	+
3863538	-
3864071	-
3864740	-
3865541	-
3868015	+
3869798	-
3876380	-
3881930	+
3886434	+
3894661	-
3920548	-
3920910	-
3927907	-
3927907	-
3929239	+
3931989	+
3935068	+
3935068	+
3937718	-
3945401	-
3947054	-
3947740	-
3948763	+
3951552	+
3955887	-
3958003	-
3958347	-
3962522	-
3962522	-
3973046	+
3973046	+
3980943	+
3981982	+
3984288	+
3989022	+
3990654	+
3992288	+
3992438	+
3995930	+
4008460	+
4009725	+
4013446	-
4019408	+
4021648	+
4029036	-
4029153	+
4030942	+
4030942	+
4031137	+
4032060	+
4040938	+
4049059	+
4056243	-
4058442	+
4059740	+
4066020	-
4073432	+
4073432	+
4083961	+
4084808	+
4084808	+
4087212	-
4087977	-
4087977	-
4088366	-
4089088	-
4089088	-
4089937	-
4096934	+
4100393	+
4107027	+
4109383	-
4110464	+
4124560	-
4126658	+
4130174	+
4130372	+
4131323	+
4134106	+
4146673	-
4148613	-
4149585	-
4155345	+
4158845	-
4159459	+
4170057	+
4172501	-
4176377	+
4190367	-
4193341	-
4194323	-
4194741	-
4194946	+
4205803	+
4212585	+
4217154	+
4217397	+
4221807	+
4225735	+
4227596	-
4228359	+
4228812	+
4231434	-
4235972	+
4236779	+
4238323	+
4240435	+
4242425	-
4244338	-
4246003	+
4250208	+
4250505	+
4254350	-
4254525	-
4256835	+
4257316	+
4259493	+
4264728	+
4270747	-
4280000	-
4284500	-
4290338	+
4294112	-
4295172	-
4297261	-
4298378	-
4304344	-
4306120	-
4306120	-
4312885	-
4313646	-
4313646	-
4323422	-
4323422	-
4327165	+
4327165	+
4331418	-
4331418	-
4334457	-
4336018	-
4343183	-
4345843	-
4348792	-
4355818	-
4358259	+
4359737	-
4366503	+
4366626	+
4368277	-
4370784	+
4374822	+
4381392	+
4389770	+
4390242	+
4392311	+
4393305	+
4393438	+
4393438	+
4394409	+
4406827	+
4408888	+
4416951	-
4422559	-
4423048	+
4425130	-
4426842	-
4427700	+
4428663	+
4429424	-
4430651	-
4431141	-
4438446	-
4439341	-
4440286	-
4440445	+
4442582	+
4451623	+
4453669	-
4457815	+
4465385	+
4472399	+
4485912	+
4494406	+
4498168	-
4498919	+
4499096	+
4499861	+
4500954	-
4501323	-
4505065	+
4505065	+
4517116	+
4517903	-
4519235	-
4519519	-
4519979	-
4521708	-
4523991	+
4527669	-
4532082	-
4533523	+
4534259	+
4536423	-
4537951	-
4538616	+
4541009	+
4549544	+
4557669	-
4557669	-
4559172	+
4560816	-
4560816	-
4561284	-
4562035	-
4565517	-
4565517	-
4566790	-
4567837	+
4569664	-
4570183	+
4570477	+
4573561	+
4577384	-
4581792	-
4591963	-
4592091	-
4594903	+
4599131	-
4599131	-
4599637	-
4601551	+
4610847	+
4611181	+
4625324	+
4632308	+
4633376	-
4633747	+
4633747	+
4635007	+
4638434	+
4638826	-
